filename	onset	offset	event_label
UjqJkLH6qZk_570000	4.505	4.725	Gunshot, gunfire
UjqJkLH6qZk_570000	5.034	5.309	Gunshot, gunfire
UjqJkLH6qZk_570000	6.217	6.498	Gunshot, gunfire
UjqJkLH6qZk_570000	6.67	6.931	Gunshot, gunfire
UjqJkLH6qZk_570000	7.179	7.371	Gunshot, gunfire
UmTBIcf-FeE_50000	7.102	7.441	Gunshot, gunfire
Uo4yO8pHvoA_170000	2.165	3.869	Gunshot, gunfire
Uv-g-Yo5FRw_40000	0.0	10.0	Vehicle
UvAv6WoVDQw_220000	0.0	10.0	Vehicle
UvUjP6ySjH0_480000	9.819	10.0	Gunshot, gunfire
Ux_YvvyIeeY_30000	4.986	5.712	Gunshot, gunfire
Uxjz5W1lvOg_18000	6.502	9.254	Vehicle
V4PWvSt2pdM_230000	8.907	9.729	Gunshot, gunfire
V8RD0ksTjDs_10000	8.732	10.0	Gunshot, gunfire
VEcwIvV9NEM_11000	0.007	9.875	Vehicle
VKB-pg8EGMQ_10000	9.323	9.648	Gunshot, gunfire
VMdhG9Y2794_30000	0.0	0.127	Gunshot, gunfire
VODIYAEVO5w_20000	2.732	10.0	Vehicle
VPj9EyvE7QU_0	7.961	8.415	Gunshot, gunfire
VQ6KKpFIsms_30000	8.331	9.094	Gunshot, gunfire
VQuG46mNIwc_30000	6.041	6.359	Gunshot, gunfire
VQuG46mNIwc_30000	6.774	7.203	Gunshot, gunfire
VWK_nBckEg0_60000	8.966	9.063	Gunshot, gunfire
VWK_nBckEg0_60000	9.396	9.526	Gunshot, gunfire
VWK_nBckEg0_60000	9.835	10.0	Gunshot, gunfire
VXq7gPVi5Po_2000	7.187	7.442	Gunshot, gunfire
VY3WnJ-oxhQ_40000	0.0	10.0	Vehicle
VZ5XXvlhSVU_11000	8.096	8.307	Gunshot, gunfire
VaPee9qtaxo_530000	6.009	10.0	Gunshot, gunfire
Vb3fu-s1goo_30000	0.0	0.484	Vehicle
Vb3fu-s1goo_30000	2.368	2.884	Vehicle
Vb3fu-s1goo_30000	3.758	6.884	Vehicle
Vb3fu-s1goo_30000	8.389	8.811	Vehicle
ViYJloqbcLQ_10000	4.093	4.382	Gunshot, gunfire
ViYJloqbcLQ_10000	4.732	5.096	Gunshot, gunfire
Vl4nVAEXEVw_50000	1.165	1.46	Gunshot, gunfire
Vma66QIbh30_30000	0.0	0.517	Gunshot, gunfire
Vma66QIbh30_30000	3.279	4.067	Gunshot, gunfire
Vma66QIbh30_30000	7.024	7.658	Gunshot, gunfire
Vma66QIbh30_30000	7.983	8.73	Gunshot, gunfire
Vn8Xl2amtHQ_50000	0.0	10.0	Vehicle
VokyjY-Ge3M_30000	4.227	4.919	Gunshot, gunfire
VokyjY-Ge3M_30000	5.486	6.37	Gunshot, gunfire
VokyjY-Ge3M_30000	6.709	7.629	Gunshot, gunfire
VokyjY-Ge3M_30000	8.645	9.065	Gunshot, gunfire
Vs3v_x-OUTY_30000	1.354	3.499	Gunshot, gunfire
Vs3v_x-OUTY_30000	6.139	7.926	Gunshot, gunfire
VuVfNdPphNw_10000	0.0	10.0	Vehicle
Vvqxo6MUQ6U_180000	3.385	3.807	Gunshot, gunfire
Vvqxo6MUQ6U_180000	3.937	4.392	Gunshot, gunfire
Vvqxo6MUQ6U_180000	4.652	7.284	Gunshot, gunfire
VwEBZo9oSWY_30000	0.0	10.0	Vehicle
VxcrdMeOgBM_260000	8.48	9.016	Gunshot, gunfire
VzGOjcOj9fo_20000	2.109	3.282	Gunshot, gunfire
VzGOjcOj9fo_20000	4.595	6.187	Gunshot, gunfire
VzGOjcOj9fo_20000	9.33	10.0	Gunshot, gunfire
W26PL-BVWuM_20000	1.307	4.252	Vehicle
W4wTDd4-dEE_50000	2.688	3.045	Gunshot, gunfire
W4wTDd4-dEE_50000	2.884	2.885	Gunshot, gunfire
W4wTDd4-dEE_50000	3.808	4.131	Gunshot, gunfire
W4wTDd4-dEE_50000	4.488	4.791	Gunshot, gunfire
W4wTDd4-dEE_50000	5.224	5.478	Gunshot, gunfire
W4wTDd4-dEE_50000	5.78	5.986	Gunshot, gunfire
W6bA9qWPxQ8_140000	2.147	2.417	Gunshot, gunfire
W6bA9qWPxQ8_140000	4.181	4.43	Gunshot, gunfire
W6bA9qWPxQ8_140000	5.674	5.875	Gunshot, gunfire
W6bA9qWPxQ8_140000	7.14	7.396	Gunshot, gunfire
W6bA9qWPxQ8_140000	8.759	8.966	Gunshot, gunfire
W8125pxkTxQ_30000	0.038	0.412	Gunshot, gunfire
W8125pxkTxQ_30000	0.72	1.403	Gunshot, gunfire
W8125pxkTxQ_30000	1.719	2.491	Gunshot, gunfire
W8125pxkTxQ_30000	2.792	3.442	Gunshot, gunfire
W8125pxkTxQ_30000	3.799	4.522	Gunshot, gunfire
W8125pxkTxQ_30000	4.806	5.424	Gunshot, gunfire
W8125pxkTxQ_30000	5.822	6.585	Gunshot, gunfire
W8125pxkTxQ_30000	7.918	8.698	Gunshot, gunfire
W8CYLyET6U4_150000	8.31	8.637	Gunshot, gunfire
W8D-cSevEsc_30000	0.008	10.0	Vehicle
W8WFs-QDZnc_9000	7.13	7.43	Gunshot, gunfire
W94kk6Qkh_Q_30000	0.0	10.0	Vehicle
WAGIdQbjvGE_40000	0.0	10.0	Vehicle
WBrN5s1Y_I0_60000	9.087	10.0	Gunshot, gunfire
WG5erreJFXQ_0	0.356	2.481	Gunshot, gunfire
WGQn_sOSmKo_90000	0.504	1.219	Gunshot, gunfire
WGQn_sOSmKo_90000	5.312	5.734	Gunshot, gunfire
WGQn_sOSmKo_90000	7.946	10.0	Gunshot, gunfire
WHI47_Kk_xM_0	1.129	1.58	Gunshot, gunfire
WHI47_Kk_xM_0	1.911	2.611	Gunshot, gunfire
WHI47_Kk_xM_0	2.746	3.341	Gunshot, gunfire
WHI47_Kk_xM_0	3.702	4.477	Gunshot, gunfire
WHI47_Kk_xM_0	4.71	5.222	Gunshot, gunfire
WHI47_Kk_xM_0	5.418	5.907	Gunshot, gunfire
WHI47_Kk_xM_0	6.32	6.87	Gunshot, gunfire
WHI47_Kk_xM_0	7.083	7.433	Gunshot, gunfire
WHhGeP0-woc_10000	0.0	10.0	Vehicle
WLD8XJ3JKms_50000	0.143	0.542	Gunshot, gunfire
WLD8XJ3JKms_50000	1.257	1.61	Gunshot, gunfire
WLD8XJ3JKms_50000	2.897	3.717	Gunshot, gunfire
WLD8XJ3JKms_50000	4.771	4.944	Gunshot, gunfire
WLD8XJ3JKms_50000	5.117	5.643	Gunshot, gunfire
WLD8XJ3JKms_50000	5.899	6.712	Gunshot, gunfire
WLD8XJ3JKms_50000	7.163	7.412	Gunshot, gunfire
WLQvLYPkfk0_30000	8.765	9.292	Gunshot, gunfire
WLQvLYPkfk0_30000	9.756	10.0	Gunshot, gunfire
WLgpweSZhaM_440000	4.155	4.663	Gunshot, gunfire
WLgpweSZhaM_440000	5.804	6.333	Gunshot, gunfire
WLgpweSZhaM_440000	7.241	7.447	Gunshot, gunfire
WLgpweSZhaM_440000	7.619	7.88	Gunshot, gunfire
WLgpweSZhaM_440000	8.01	8.34	Gunshot, gunfire
WLgpweSZhaM_440000	8.732	8.993	Gunshot, gunfire
WOoLGKaXz7g_30000	8.086	8.746	Gunshot, gunfire
WOoLGKaXz7g_30000	9.034	9.928	Gunshot, gunfire
WRz9q8tH7wg_30000	4.197	6.016	Vehicle
WXQ-Em-c_sQ_10000	0.0	2.858	Vehicle
WYOkw22pRYU_250000	1.577	2.746	Gunshot, gunfire
WYOkw22pRYU_250000	3.041	3.323	Gunshot, gunfire
WYOkw22pRYU_250000	3.55	5.041	Gunshot, gunfire
WYOkw22pRYU_250000	8.622	9.014	Gunshot, gunfire
WYOkw22pRYU_250000	9.155	9.632	Gunshot, gunfire
WZJ50LR23Zs_310000	0.0	1.941	Gunshot, gunfire
WZJ50LR23Zs_310000	5.042	7.723	Gunshot, gunfire
WaxbPgU1hNM_30000	0.0	10.0	Vehicle
WeJVk1G47KQ_20000	0.0	10.0	Vehicle
WiqbELmDZxI_200000	1.971	2.402	Gunshot, gunfire
WiqbELmDZxI_200000	4.741	5.123	Gunshot, gunfire
WjU83bjOHk0_50000	1.923	2.946	Gunshot, gunfire
Wl1bOlfU9XI_180000	9.669	9.835	Gunshot, gunfire
Wn4Bg2YzPrM_30000	0.12	2.912	Gunshot, gunfire
Wn4Bg2YzPrM_30000	5.372	7.269	Gunshot, gunfire
WogQqq0Er8Y_120000	0.0	10.0	Vehicle
Wsx512yGlQw_12000	0.265	1.802	Gunshot, gunfire
Wsx512yGlQw_12000	2.419	3.596	Gunshot, gunfire
Wsx512yGlQw_12000	7.302	8.148	Gunshot, gunfire
Wsx512yGlQw_12000	8.332	9.339	Gunshot, gunfire
WuEqO5X4NHc_180000	7.373	8.446	Gunshot, gunfire
WuEqO5X4NHc_180000	8.738	9.648	Gunshot, gunfire
WwxtEMcONl4_30000	0.09	0.188	Gunshot, gunfire
WwxtEMcONl4_30000	0.467	0.564	Gunshot, gunfire
Wxjh_UnIJz0_390000	2.559	5.764	Gunshot, gunfire
WykcyZfjNhE_30000	0.0	1.11	Vehicle
X28eFNTHSGQ_20000	0.256	0.512	Gunshot, gunfire
X28eFNTHSGQ_20000	1.344	1.549	Gunshot, gunfire
X28eFNTHSGQ_20000	2.497	2.727	Gunshot, gunfire
X28eFNTHSGQ_20000	3.47	3.764	Gunshot, gunfire
X28eFNTHSGQ_20000	4.43	4.712	Gunshot, gunfire
X28eFNTHSGQ_20000	5.48	5.762	Gunshot, gunfire
X28eFNTHSGQ_20000	6.722	6.927	Gunshot, gunfire
X28eFNTHSGQ_20000	7.772	7.921	Gunshot, gunfire
XAoiMTLptgI_30000	0.008	9.962	Vehicle
XClEPRnynR8_40000	7.524	8.585	Gunshot, gunfire
XD6ayY5WJRI_0	7.244	7.693	Gunshot, gunfire
XEirypNoSYc_250000	6.396	8.706	Gunshot, gunfire
XEirypNoSYc_250000	9.044	10.0	Gunshot, gunfire
XJ8lc3I6x-c_20000	3.507	9.104	Gunshot, gunfire
XJ8lc3I6x-c_20000	9.388	10.0	Gunshot, gunfire
XOmy-3v2HVk_180000	7.062	8.874	Gunshot, gunfire
XOscs0eqnrk_150000	3.339	4.157	Vehicle
XOscs0eqnrk_150000	4.787	5.913	Vehicle
XOscs0eqnrk_150000	6.417	10.0	Vehicle
XQULlkyFPx0_50000	4.864	10.0	Gunshot, gunfire
XR-eJrXUKKU_0	0.039	10.0	Vehicle
XW7bBQ_4d14_20000	0.0	10.0	Vehicle
XYX61CdZ6BI_160000	6.179	6.52	Gunshot, gunfire
XYX61CdZ6BI_160000	7.958	8.096	Gunshot, gunfire
Xd0eQr96y_I_60000	0.0	3.402	Vehicle
Xd0eQr96y_I_60000	9.228	9.764	Gunshot, gunfire
XdloESYoQLs_70000	0.03	10.0	Vehicle
XewBbfY-e1A_30000	5.564	6.42	Gunshot, gunfire
Xjg8RJGMznc_9000	6.3	6.561	Gunshot, gunfire
XkRPrxuuD9U_0	2.071	2.417	Gunshot, gunfire
XkRPrxuuD9U_0	2.535	2.74	Gunshot, gunfire
XkRPrxuuD9U_0	2.882	3.055	Gunshot, gunfire
XkRPrxuuD9U_0	3.228	3.378	Gunshot, gunfire
XkRPrxuuD9U_0	3.528	3.693	Gunshot, gunfire
XkRPrxuuD9U_0	3.843	4.197	Gunshot, gunfire
XkRPrxuuD9U_0	4.315	4.512	Gunshot, gunfire
XkRPrxuuD9U_0	4.677	5.165	Gunshot, gunfire
XkRPrxuuD9U_0	5.315	5.512	Gunshot, gunfire
XkmsHeMrdW0_80000	0.542	0.85	Gunshot, gunfire
XkmsHeMrdW0_80000	1.809	2.155	Gunshot, gunfire
XkmsHeMrdW0_80000	2.654	3.034	Gunshot, gunfire
XkmsHeMrdW0_80000	3.401	4.526	Gunshot, gunfire
XkmsHeMrdW0_80000	4.897	5.261	Gunshot, gunfire
XoqAMwb3zVQ_0	5.188	7.814	Gunshot, gunfire
XrI5KPXHkjo_27000	0.027	2.446	Gunshot, gunfire
XrI5KPXHkjo_27000	2.58	3.716	Gunshot, gunfire
XrI5KPXHkjo_27000	3.997	6.082	Gunshot, gunfire
XrI5KPXHkjo_27000	6.296	7.112	Gunshot, gunfire
XrI5KPXHkjo_27000	7.245	9.491	Gunshot, gunfire
XtGJdOWcWWE_480000	0.0	0.8	Gunshot, gunfire
XtGJdOWcWWE_480000	1.368	2.779	Gunshot, gunfire
XwjE8FtFQHw_30000	2.912	3.288	Gunshot, gunfire
XwjE8FtFQHw_30000	3.537	4.545	Gunshot, gunfire
XwjE8FtFQHw_30000	7.517	10.0	Gunshot, gunfire
XxhRGb1xcoQ_50000	1.053	10.0	Vehicle
Y-2pnodFNaI_350000	2.709	2.919	Gunshot, gunfire
Y-2pnodFNaI_350000	3.101	3.352	Gunshot, gunfire
Y2WuRuOsfLc_550000	7.775	10.0	Vehicle
Y5ziQpFRmeo_470000	6.307	6.898	Gunshot, gunfire
Y7Dt5Bhb5SI_30000	1.4	1.956	Gunshot, gunfire
Y7Dt5Bhb5SI_30000	2.476	3.19	Gunshot, gunfire
Y7Dt5Bhb5SI_30000	3.589	4.093	Gunshot, gunfire
YCvW7jehD-I_20000	0.237	1.355	Gunshot, gunfire
YCvW7jehD-I_20000	1.62	4.022	Gunshot, gunfire
YCvW7jehD-I_20000	6.355	7.458	Gunshot, gunfire
YCvW7jehD-I_20000	9.637	10.0	Gunshot, gunfire
YDaZPhhrilo_10000	6.127	10.0	Vehicle
YDjQS8awlN4_10000	8.932	9.257	Gunshot, gunfire
YIjjMWjtGDM_160000	8.589	9.05	Gunshot, gunfire
YIjjMWjtGDM_160000	9.162	10.0	Gunshot, gunfire
YJgqAbp9wmE_390000	6.478	10.0	Vehicle
YKXu8B5IOb0_30000	7.016	7.15	Gunshot, gunfire
YKfRjLGt3kw_280000	1.146	2.955	Gunshot, gunfire
YKfRjLGt3kw_280000	6.919	7.781	Gunshot, gunfire
YMF0gy_LKKg_190000	0.88	1.242	Gunshot, gunfire
YMF0gy_LKKg_190000	1.512	5.094	Gunshot, gunfire
YSXsXNX4zW0_30000	1.356	1.562	Gunshot, gunfire
YSXsXNX4zW0_30000	3.693	3.848	Gunshot, gunfire
YTkFdOq3ed0_16000	2.436	3.188	Gunshot, gunfire
YUpPArx5GvI_50000	4.394	5.463	Gunshot, gunfire
YdyLZiu68ng_0	2.829	3.567	Gunshot, gunfire
YdyLZiu68ng_0	3.838	4.959	Gunshot, gunfire
YdyLZiu68ng_0	6.629	7.577	Gunshot, gunfire
YdyLZiu68ng_0	8.969	10.0	Gunshot, gunfire
YfcqyPpEMYI_30000	3.807	4.481	Gunshot, gunfire
YfcqyPpEMYI_30000	4.977	5.594	Gunshot, gunfire
YfcqyPpEMYI_30000	6.033	6.724	Gunshot, gunfire
YfcqyPpEMYI_30000	7.406	7.966	Gunshot, gunfire
Yi4G7JgfugE_40000	0.0	0.256	Gunshot, gunfire
Yi4G7JgfugE_40000	9.684	10.0	Gunshot, gunfire
Ym2LGboDhCQ_30000	0.0	10.0	Vehicle
Yq9hXgdj_J8_90000	1.11	5.204	Vehicle
Yr2zdIitWtg_590000	0.847	1.064	Gunshot, gunfire
Yr2zdIitWtg_590000	1.167	1.373	Gunshot, gunfire
Yr2zdIitWtg_590000	1.476	1.671	Gunshot, gunfire
Yr2zdIitWtg_590000	1.797	1.934	Gunshot, gunfire
Yr2zdIitWtg_590000	2.014	2.243	Gunshot, gunfire
Yr2zdIitWtg_590000	2.621	2.804	Gunshot, gunfire
Yr2zdIitWtg_590000	2.919	3.09	Gunshot, gunfire
Yr2zdIitWtg_590000	3.216	3.354	Gunshot, gunfire
Yr2zdIitWtg_590000	3.479	3.605	Gunshot, gunfire
Yr2zdIitWtg_590000	3.72	3.846	Gunshot, gunfire
Yr2zdIitWtg_590000	4.017	4.143	Gunshot, gunfire
Yr2zdIitWtg_590000	4.407	4.578	Gunshot, gunfire
Yr2zdIitWtg_590000	4.773	4.922	Gunshot, gunfire
Yr2zdIitWtg_590000	5.162	5.299	Gunshot, gunfire
Yr2zdIitWtg_590000	5.666	5.826	Gunshot, gunfire
Yr2zdIitWtg_590000	6.787	7.028	Gunshot, gunfire
Yr2zdIitWtg_590000	7.153	7.359	Gunshot, gunfire
Yr2zdIitWtg_590000	8.035	8.195	Gunshot, gunfire
Yr2zdIitWtg_590000	8.527	8.664	Gunshot, gunfire
Yr2zdIitWtg_590000	9.042	9.179	Gunshot, gunfire
Yr2zdIitWtg_590000	9.42	9.557	Gunshot, gunfire
YtXf9j4fMa4_30000	4.977	5.399	Gunshot, gunfire
YtXf9j4fMa4_30000	5.757	6.139	Gunshot, gunfire
YtXf9j4fMa4_30000	6.439	6.951	Gunshot, gunfire
YtXf9j4fMa4_30000	8.243	8.438	Gunshot, gunfire
YtXf9j4fMa4_30000	9.104	9.323	Gunshot, gunfire
Z0VDI0HKCqM_10000	0.0	10.0	Vehicle
Z2ZM1bwO1Ik_30000	1.535	1.964	Gunshot, gunfire
Z2ZM1bwO1Ik_30000	7.788	8.202	Gunshot, gunfire
Z5sUXGGLnI8_520000	7.837	10.0	Gunshot, gunfire
Z9J-QsBcZs8_90000	3.866	4.071	Gunshot, gunfire
Z9J-QsBcZs8_90000	4.409	4.709	Gunshot, gunfire
Z9J-QsBcZs8_90000	5.197	5.528	Gunshot, gunfire
Z9J-QsBcZs8_90000	5.748	6.0	Gunshot, gunfire
Z9J-QsBcZs8_90000	6.433	7.378	Gunshot, gunfire
ZBOtQD_l_Fc_30000	0.055	1.732	Gunshot, gunfire
ZDjSJMCttdw_200000	3.079	10.0	Vehicle
ZLjK0umT0zw_500000	0.0	0.897	Gunshot, gunfire
ZLjK0umT0zw_500000	1.083	1.7	Gunshot, gunfire
ZLjK0umT0zw_500000	1.968	2.969	Gunshot, gunfire
ZLjK0umT0zw_500000	5.483	7.567	Gunshot, gunfire
ZLjK0umT0zw_500000	8.661	9.616	Gunshot, gunfire
ZMbZzLMD7Fg_20000	0.093	0.647	Gunshot, gunfire
ZMbZzLMD7Fg_20000	1.124	1.297	Gunshot, gunfire
ZMbZzLMD7Fg_20000	1.38	1.587	Gunshot, gunfire
ZMbZzLMD7Fg_20000	2.023	3.081	Gunshot, gunfire
ZMbZzLMD7Fg_20000	3.33	3.572	Gunshot, gunfire
ZMbZzLMD7Fg_20000	4.886	5.17	Gunshot, gunfire
ZMbZzLMD7Fg_20000	5.833	6.504	Gunshot, gunfire
ZMbZzLMD7Fg_20000	7.016	7.638	Gunshot, gunfire
ZMbZzLMD7Fg_20000	8.683	9.16	Gunshot, gunfire
ZRKYc8tTJk0_310000	4.773	5.575	Gunshot, gunfire
ZRKYc8tTJk0_310000	6.415	6.976	Gunshot, gunfire
ZRKYc8tTJk0_310000	7.343	8.126	Gunshot, gunfire
ZXtMLbEDDYM_40000	0.602	1.023	Gunshot, gunfire
ZXtMLbEDDYM_40000	2.303	2.829	Gunshot, gunfire
ZXtMLbEDDYM_40000	3.01	4.078	Gunshot, gunfire
ZXtMLbEDDYM_40000	4.244	5.26	Gunshot, gunfire
ZXtMLbEDDYM_40000	6.065	6.629	Gunshot, gunfire
ZXtMLbEDDYM_40000	6.765	7.201	Gunshot, gunfire
ZXtMLbEDDYM_40000	7.276	8.307	Gunshot, gunfire
ZXtMLbEDDYM_40000	8.405	8.811	Gunshot, gunfire
ZXtMLbEDDYM_40000	9.33	10.0	Gunshot, gunfire
Za6FZGfkrME_90000	5.887	6.927	Gunshot, gunfire
Za6FZGfkrME_90000	8.868	10.0	Gunshot, gunfire
Zdb0ZKeyDtw_120000	2.335	2.798	Gunshot, gunfire
Zdb0ZKeyDtw_120000	3.005	3.271	Gunshot, gunfire
Zdb0ZKeyDtw_120000	3.389	3.557	Gunshot, gunfire
Zdb0ZKeyDtw_120000	3.724	3.892	Gunshot, gunfire
Zdb0ZKeyDtw_120000	4.089	4.246	Gunshot, gunfire
Zdb0ZKeyDtw_120000	4.424	4.729	Gunshot, gunfire
Zdb0ZKeyDtw_120000	4.995	5.261	Gunshot, gunfire
Zdb0ZKeyDtw_120000	5.488	5.635	Gunshot, gunfire
Zdb0ZKeyDtw_120000	5.833	6.049	Gunshot, gunfire
Zdb0ZKeyDtw_120000	6.197	6.365	Gunshot, gunfire
Zdb0ZKeyDtw_120000	6.581	6.768	Gunshot, gunfire
Zdb0ZKeyDtw_120000	6.906	7.094	Gunshot, gunfire
Zdb0ZKeyDtw_120000	7.271	7.468	Gunshot, gunfire
Zdb0ZKeyDtw_120000	7.606	7.803	Gunshot, gunfire
Zdb0ZKeyDtw_120000	7.961	8.177	Gunshot, gunfire
Zdb0ZKeyDtw_120000	8.286	8.473	Gunshot, gunfire
Zdb0ZKeyDtw_120000	8.67	8.877	Gunshot, gunfire
Zdb0ZKeyDtw_120000	8.995	9.172	Gunshot, gunfire
Zdb0ZKeyDtw_120000	9.33	9.478	Gunshot, gunfire
Zdb0ZKeyDtw_120000	9.675	9.872	Gunshot, gunfire
Ze4fZx0IIs4_30000	8.953	10.0	Gunshot, gunfire
ZeXr0IZ-QBs_140000	1.17	2.041	Gunshot, gunfire
ZeXr0IZ-QBs_140000	3.016	4.461	Gunshot, gunfire
Zg35HWmgWxY_450000	0.008	1.716	Gunshot, gunfire
ZlXyUHWLxuk_30000	0.0	0.211	Gunshot, gunfire
Zlt4GLk0gMg_290000	0.0	1.289	Gunshot, gunfire
Zlt4GLk0gMg_290000	1.406	2.993	Gunshot, gunfire
ZmjwAXPM2V0_0	3.519	4.134	Gunshot, gunfire
ZrYh4Pge7Zg_180000	5.986	6.732	Gunshot, gunfire
Zrrp4Axi0T8_6000	5.35	10.0	Vehicle
ZthT5nwFkJg_60000	0.0	10.0	Vehicle
ZyyHdr3zzCE_400000	6.4	6.867	Gunshot, gunfire
ZyyHdr3zzCE_400000	7.253	7.4	Gunshot, gunfire
ZzaTWjkndCs_30000	0.0	0.834	Gunshot, gunfire
_1u7jcCSAGs_3000	0.0	8.935	Vehicle
_1u7jcCSAGs_3000	5.6	5.79	Gunshot, gunfire
_2hpQeNbpR4_20000	1.243	2.682	Gunshot, gunfire
_2hpQeNbpR4_20000	3.855	5.377	Gunshot, gunfire
_2hpQeNbpR4_20000	5.936	7.151	Gunshot, gunfire
_2hpQeNbpR4_20000	7.556	10.0	Gunshot, gunfire
_71uVNPs6cI_60000	0.0	0.523	Gunshot, gunfire
_71uVNPs6cI_60000	1.245	1.819	Gunshot, gunfire
_71uVNPs6cI_60000	1.937	2.533	Gunshot, gunfire
_71uVNPs6cI_60000	3.395	3.851	Gunshot, gunfire
_71uVNPs6cI_60000	5.155	5.825	Gunshot, gunfire
_71uVNPs6cI_60000	6.576	7.173	Gunshot, gunfire
_71uVNPs6cI_60000	7.74	8.203	Gunshot, gunfire
_71uVNPs6cI_60000	9.463	10.0	Gunshot, gunfire
_7Xovc4jTbY_190000	9.265	10.0	Vehicle
_8rbo9gDlm8_340000	1.93	2.23	Vehicle
_9TFhtv33HI_510000	0.0	10.0	Vehicle
_9TFhtv33HI_510000	5.496	7.339	Vehicle
_Bl-FXeVepA_30000	0.0	1.435	Vehicle
_D77LzasdYI_150000	1.877	8.676	Vehicle
_GtnPuLFjcI_13000	0.948	1.354	Gunshot, gunfire
_HtzgvcnscE_280000	9.087	9.348	Gunshot, gunfire
_IKDpwWBL1Q_330000	6.913	7.173	Gunshot, gunfire
_M7UvihTY2w_30000	5.382	8.077	Gunshot, gunfire
_OcX0gU3Gfw_120000	9.285	9.549	Gunshot, gunfire
_OcX0gU3Gfw_120000	9.699	9.97	Gunshot, gunfire
_QCIC_lc7bU_30000	0.0	0.276	Gunshot, gunfire
_QCIC_lc7bU_30000	0.873	1.297	Gunshot, gunfire
_QCIC_lc7bU_30000	1.711	2.113	Gunshot, gunfire
_QCIC_lc7bU_30000	3.33	4.156	Gunshot, gunfire
_QCIC_lc7bU_30000	4.615	5.626	Gunshot, gunfire
_QCIC_lc7bU_30000	5.832	6.705	Gunshot, gunfire
_QCIC_lc7bU_30000	6.82	7.428	Gunshot, gunfire
_QCIC_lc7bU_30000	7.577	8.886	Gunshot, gunfire
_QCIC_lc7bU_30000	9.127	10.0	Gunshot, gunfire
_SYnCQmqNHE_510000	0.0	1.255	Gunshot, gunfire
_TXZppFLP10_140000	4.1	4.473	Gunshot, gunfire
_TXZppFLP10_140000	4.782	5.058	Gunshot, gunfire
_TXZppFLP10_140000	8.622	9.077	Gunshot, gunfire
_TXZppFLP10_140000	9.56	9.998	Gunshot, gunfire
_WS68gpLg7U_180000	0.935	1.296	Gunshot, gunfire
_WS68gpLg7U_180000	1.554	5.162	Gunshot, gunfire
_WS68gpLg7U_180000	5.229	6.834	Gunshot, gunfire
_WS68gpLg7U_180000	7.099	7.894	Gunshot, gunfire
_WS68gpLg7U_180000	7.946	10.0	Gunshot, gunfire
_WT4KiwYYGo_260000	2.993	3.591	Gunshot, gunfire
_WT4KiwYYGo_260000	4.766	5.282	Gunshot, gunfire
_WT4KiwYYGo_260000	6.911	7.742	Gunshot, gunfire
_WT4KiwYYGo_260000	8.56	9.282	Gunshot, gunfire
_YpyVrG6HnE_30000	1.445	2.295	Gunshot, gunfire
_ZEu2koz9Yk_140000	0.0	2.799	Vehicle
_eaClE7fEek_13000	0.0	9.129	Vehicle
_iic58Mv7v0_30000	0.0	10.0	Vehicle
_jQTp9LgXiQ_170000	6.26	6.496	Gunshot, gunfire
_lAXzWRAEK8_330000	5.621	6.159	Gunshot, gunfire
_oj_au2Io7c_90000	9.535	9.709	Gunshot, gunfire
_or479sO3a0_30000	0.03	2.972	Gunshot, gunfire
_or479sO3a0_30000	6.885	8.909	Gunshot, gunfire
_rUBB3GVWVs_590000	8.259	9.98	Vehicle
_uQ0Se6bSco_10000	0.0	0.173	Gunshot, gunfire
_uQ0Se6bSco_10000	3.142	3.354	Gunshot, gunfire
_uQ0Se6bSco_10000	3.835	3.976	Gunshot, gunfire
_uQ0Se6bSco_10000	5.772	6.346	Gunshot, gunfire
_vRZPE5e-Io_250000	0.377	0.783	Gunshot, gunfire
_vRZPE5e-Io_250000	5.14	6.29	Gunshot, gunfire
_vRZPE5e-Io_250000	7.604	8.522	Gunshot, gunfire
_wVvOodvZ8o_500000	4.759	6.664	Gunshot, gunfire
_wVvOodvZ8o_500000	7.612	10.0	Gunshot, gunfire
_yhAPqBCWJs_190000	6.057	6.509	Gunshot, gunfire
_yhAPqBCWJs_190000	7.126	7.502	Gunshot, gunfire
_zq_NjksLW4_30000	0.898	1.465	Gunshot, gunfire
_zq_NjksLW4_30000	2.039	2.858	Gunshot, gunfire
_zq_NjksLW4_30000	3.031	3.346	Gunshot, gunfire
_zq_NjksLW4_30000	3.906	4.15	Gunshot, gunfire
a50D7Bx5m2E_30000	0.0	0.755	Gunshot, gunfire
a5fNyewhE8k_30000	0.748	1.267	Gunshot, gunfire
a5fNyewhE8k_30000	2.813	4.654	Gunshot, gunfire
a5fNyewhE8k_30000	5.123	6.131	Gunshot, gunfire
aA4-7mpkr18_50000	0.543	2.512	Vehicle
aANx5lIAkeI_150000	8.056	9.097	Gunshot, gunfire
aAp9Hp2Lz0A_40000	0.454	1.094	Gunshot, gunfire
aAp9Hp2Lz0A_40000	2.387	2.852	Gunshot, gunfire
aAp9Hp2Lz0A_40000	3.609	3.993	Gunshot, gunfire
aAp9Hp2Lz0A_40000	4.61	4.936	Gunshot, gunfire
aAp9Hp2Lz0A_40000	6.112	6.391	Gunshot, gunfire
aAp9Hp2Lz0A_40000	9.616	10.0	Gunshot, gunfire
aAuBchhX_sQ_10000	0.138	0.441	Gunshot, gunfire
